Gebühr;die<br><br>Gebühren<br><br>Welche Gebühren fallen an?<br>Die Gebühren sind niedrig.<br><br>плата<br><br>Які стягуються збори?<br>Збори низькі.
Rente;die<br><br>Renten<br><br>Er bekommt eine Rente.<br>Die Rente beträgt 1000 Euro.<br><br>пенсія<br><br>Він отримує пенсію.<br>Пенсія становить 1000 євро.
Versicherungsvertrag;der<br><br>Versicherungsverträge<br><br>Er unterschreibt den Versicherungsvertrag.<br>Der Versicherungsvertrag ist lang.<br><br>страховий договір<br><br>Він підписує страховий договір.<br>Договір довгий.
Kreditrate;die<br><br>Kreditraten<br><br>Die Kreditrate ist fällig.<br>Wir zahlen die Kreditrate monatlich.<br><br>кредитний внесок<br><br>Кредитний внесок підлягає оплаті.<br>Ми сплачуємо внесок щомісяця.
Barauszahlung;die<br><br>Barauszahlungen<br><br>Barauszahlungen sind am Schalter möglich.<br>Die Barauszahlung kostet Gebühr.<br><br>видача готівки<br><br>Видача готівки можлива у віконці.<br>Видача коштує збір.
angenehm;unangenehm<br><br>Der Berater war sehr angenehm.<br><br>приємний / неприємний<br><br>Консультант був дуже приємний.
notwendig;überflüssig<br><br>Ein Ausweis ist notwendig.<br><br>необхідний / зайвий<br><br>Посвідчення необхідне.
gern;ungern<br><br>Ich zahle gern online.<br><br>охоче / неохоче<br><br>Я охоче плачу онлайн.
hier;Bleiben Sie hier.<br><br>тут<br><br>Залишайтеся тут.
dort;Der Geldautomat steht dort.<br><br>там<br><br>Банкомат стоїть там.
zuerst;Zuerst stecken Sie die Karte ein.<br><br>спочатку<br><br>Спочатку вставте картку.
anschließend;Anschließend drücken Sie „Einzahlung buchen“.<br><br>після цього<br><br>Після цього натисніть «Зарахувати».
zum Schluss;Zum Schluss nehmen Sie die Karte.<br><br>наостанок<br><br>Наостанок заберіть картку.
oft;Ich gehe oft zur Bank.<br><br>часто<br><br>Я часто ходжу до банку.
manchmal;Manchmal zahle ich bar.<br><br>іноді<br><br>Іноді я плачу готівкою.
immer;Er ist immer pünktlich.<br><br>завжди<br><br>Він завжди пунктуальний.
nie;Ich habe noch nie einen Kredit aufgenommen.<br><br>ніколи<br><br>Я ніколи не брав кредит.
renovieren;renoviert<br>hat renoviert<br>renovierte<br><br>Wir renovieren die Wohnung im Juni.<br><br>ремонтувати<br><br>Ми ремонтуємо квартиру в червні.
reparieren;repariert<br>hat repariert<br>reparierte<br><br>Die Werkstatt repariert das Fahrrad schnell.<br><br>ремонтувати<br><br>Майстерня швидко ремонтує велосипед.
schneiden;schneidet<br>hat geschnitten<br>schnitt<br><br>Der Friseur schneidet mir die Haare.<br><br>стригти<br><br>Перукар стриже мені волосся.
fahren;fährt<br>ist gefahren<br>fuhr<br><br>Ilse lässt sich zum Arzt fahren.<br><br>їхати<br><br>Ільзе підвозять до лікаря.
bekommen;bekommt<br>hat bekommen<br>bekam<br><br>Er bekommt eine Broschüre per Post.<br><br>отримувати<br><br>Він отримує брошуру поштою.
abschließen;schließt ab<br>hat abgeschlossen<br>schloss ab<br><br>Er schließt einen Versicherungsvertrag ab.<br><br>укладати<br><br>Він укладає страховий договір.
eine Versicherung abschließen;Wir wollen bald eine Versicherung abschließen.<br><br>укласти страхування<br><br>Ми хочемо скоро укласти страхування.
einen Vertrag abschließen;Sie haben den Vertrag abgeschlossen.<br><br>укладати договір<br><br>Вони уклали договір.
einen Fehler machen;Er macht einen Fehler beim Ausfüllen.<br><br>робити помилку<br><br>Він робить помилку під час заповнення.
einen Schaden melden;Frau Schmelzer meldet einen Schaden.<br><br>повідомляти про шкоду<br><br>Фрау Шмельцер повідомляє про шкоду.
abschicken;schickt ab<br>hat abgeschickt<br>schickte ab<br><br>Ich schicke das Formular ab.<br><br>відправляти<br><br>Я відправляю форму.
zahlen für;für + A<br>zahlt<br>hat gezahlt<br>zahlte<br><br>Er zahlt für das Menü.<br><br>платити за<br><br>Він платить за меню.
testen;testet<br>hat getestet<br>testete<br><br>Der Mechaniker testet die Bremsen.<br><br>тестувати<br><br>Механік тестує гальма.
prüfen;prüft<br>hat geprüft<br>prüfte<br><br>Der Arzt prüft den Blutdruck.<br><br>перевіряти<br><br>Лікар перевіряє тиск.
wechseln lassen;Ich lasse die Reifen wechseln.<br><br>міняти (через когось)<br><br>Я доручаю замінити шини.
Auto waschen lassen;Er lässt das Auto waschen.<br><br>мити машину (через когось)<br><br>Він доручає помити машину.
Kredit;der<br><br>Kredite<br><br>Wir beantragen einen Kredit.<br>Der Kredit ist genehmigt.<br><br>кредит<br><br>Ми подаємо заявку на кредит.<br>Кредит схвалено.
Formular ausfüllen;Können Sie mir zeigen, wie ich das Formular ausfülle?<br><br>заповнювати форму<br><br>Чи можете показати, як заповнити форму?
Konto prüfen lassen;Sie lässt ihr Konto prüfen.<br><br>перевіряти рахунок (через когось)<br><br>Вона доручає перевірити свій рахунок.
drucken;druckt<br>hat gedruckt<br>druckte<br><br>Ich drucke den Kontoauszug.<br><br>друкувати<br><br>Я друкую виписку з рахунку.
laden;lädt<br>hat geladen<br>lud<br><br>Er lädt Geld auf die Karte.<br><br>завантажувати / поповнювати<br><br>Він поповнює картку.
kontrollieren lassen;Wir lassen die Elektronik kontrollieren.<br><br>перевіряти (через когось)<br><br>Ми доручаємо перевірити електроніку.
lernen;lernt<br>hat gelernt<br>lernte<br><br>Mutlu hilft dir, nähen zu lernen.<br><br>вчити<br><br>Мутлу допоможе тобі навчитися шити.
nähen;näht<br>hat genäht<br>nähte<br><br>Die Schneiderin näht ein Kleid.<br><br>шити<br><br>Швачка шиє сукню.
stricken;strickt<br>hat gestrickt<br>strickte<br><br>Karin strickt einen Pullover.<br><br>в’язати<br><br>Карін в’яже светр.
installieren;installiert<br>hat installiert<br>installierte<br><br>Ali installiert die Elektrik neu.<br><br>встановлювати<br><br>Алі встановлює нову електрику.
brauchen;Wir brauchen Winterreifen.<br><br>потребувати<br><br>Нам потрібні зимові шини.
kaputt;ganz<br><br>Mein Fahrrad ist kaputt.<br><br>поламаний / цілий<br><br>Мій велосипед поламаний.
langweilig;interessant<br><br>Das Lied ist nicht langweilig.<br><br>нудний / цікавий<br><br>Пісня не нудна.
lustig;ernst<br><br>Die Antwort war lustig.<br><br>смішний / серйозний<br><br>Відповідь була смішна.
schwer;leicht<br><br>Die Aufgabe ist schwer.<br><br>важкий / легкий<br><br>Завдання важке.
sauber;schmutzig<br><br>Das Auto ist sauber.<br><br>чистий / брудний<br><br>Автомобіль чистий.
kurz;lang<br><br>Die Wartezeit ist kurz.<br><br>короткий / довгий<br><br>Час очікування короткий.
wer;Wer kann mir helfen?<br><br>хто<br><br>Хто може мені допомогти?
was;Was kostet das Girokonto?<br><br>що<br><br>Скільки коштує поточний рахунок?
abbuchen;A<br><br>bucht ab<br>hat abgebucht<br>buchte ab<br><br>NMC bucht 29,99 € vom Konto ab.<br><br>списувати<br><br>NMC списує 29,99 € з рахунку.
auszahlen;A<br><br>zahlt aus<br>hat ausgezahlt<br>zahlte aus<br><br>Die Bank zahlt das Geld sofort aus.<br><br>видавати готівку<br><br>Банк одразу видає гроші.
einstecken;trenbar<br><br>steckt ein<br>hat eingesteckt<br>steckte ein<br><br>Steck zuerst die Karte ein.<br><br>вставляти<br><br>Спочатку встав картку.
einlegen;A<br><br>legt ein<br>hat eingelegt<br>legte ein<br><br>Dann legen Sie das Geld in das Fach ein.<br><br>класти всередину<br><br>Потім покладіть гроші у відсік.
kriegen;A<br><br>kriegt<br>hat gekriegt<br>kriegte<br><br>Wann kriege ich meine EC-Karte?<br><br>отримувати<br><br>Коли я отримаю свою картку?
buchstabieren;A<br><br>buchstabiert<br>hat buchstabiert<br>buchstabierte<br><br>Können Sie Ihren Namen buchstabieren?<br><br>спелувати<br><br>Чи можете ви продиктувати своє ім’я по літерах?
Miete;die<br><br>Mieten<br><br>Ich überweise die Miete jeden Monat.<br>Die Miete ist gestiegen.<br><br>орендна плата<br><br>Я переказую орендну плату щомісяця.<br>Орендна плата зросла.
Rechnung;die<br><br>Rechnungen<br><br>Ich bezahle die Rechnung online.<br>Die Rechnung ist fällig.<br><br>рахунок<br><br>Я оплачую рахунок онлайн.<br>Рахунок підлягає оплаті.
Zins;der<br><br>Zinsen<br><br>Die Zinsen auf dem Kredit sind hoch.<br>Man bekommt kaum Zinsen fürs Sparen.<br><br>відсоток<br><br>Відсотки за кредитом високі.<br>За заощадження майже не нараховують відсотків.
Bankangestellte;die<br><br>Bankangestellten<br><br>Die Bankangestellte erklärt den Ablauf.<br>Bankangestellte beraten Kunden.<br><br>співробітниця банку<br><br>Співробітниця банку пояснює процес.<br>Співробітники банку консультують клієнтів.
Auszahlung;die<br><br>Auszahlungen<br><br>Die Auszahlung am Schalter ist gebührenfrei.<br>Große Auszahlungen muss man anmelden.<br><br>видача готівки<br><br>Видача готівки у віконці безкоштовна.<br>Великі видачі треба попередньо замовляти.
Kontonummer;die<br><br>Kontonummern<br><br>Ich kenne meine Kontonummer auswendig.<br>Bitte geben Sie die Kontonummer an.<br><br>номер рахунку<br><br>Я знаю свій номер рахунку напам’ять.<br>Будь ласка, вкажіть номер рахунку.
Sprachkurs;der<br><br>Sprachkurse<br><br>Der Sprachkurs beginnt Montag.<br>Wie lange dauert der Sprachkurs?<br><br>мовний курс<br><br>Мовний курс починається в понеділок.<br>Скільки триває мовний курс?
Euro;der<br><br>Euro<br><br>Ein Euro liegt auf dem Boden.<br>Das Eis kostet zwei Euro.<br><br>євро<br><br>Один євро лежить на підлозі.<br>Морозиво коштує два євро.
Haare;die<br><br>—<br><br>Ich lasse mir die Haare schneiden.<br>Die Haare wachsen schnell.<br><br>волосся<br><br>Я доручаю підстригти волосся.<br>Волосся швидко росте.
Geschirr;das<br><br>Geschirre<br><br>Ich lasse das Geschirr abspülen.<br>Das Geschirr ist sauber.<br><br>посуд<br><br>Я доручаю помити посуд.<br>Посуд чистий.
Robot;der<br><br>Roboter<br><br>Der Robot denkt für mich.<br>Ein Roboter kann vieles machen.<br><br>робот<br><br>Робот думає за мене.<br>Робот може робити багато чого.
Zeitung;die<br><br>Zeitungen<br><br>Ich lasse mir die Zeitung bringen.<br>Die Zeitung liegt vor der Tür.<br><br>газета<br><br>Я доручаю принести газету.<br>Газета лежить перед дверима.
Champagner;der<br><br>Champagner<br><br>Ich lasse Champagner kühlen.<br>Der Champagner ist kalt.<br><br>шампанське<br><br>Я доручаю охолодити шампанське.<br>Шампанське холодне.
Eis;das<br><br>Eis<br><br>Die Kinder möchten ein Eis essen.<br>Das Eis ist lecker.<br><br>морозиво<br><br>Діти хочуть з’їсти морозиво.<br>Морозиво смачне.
Kind;das<br><br>Kinder<br><br>Das Kind freut sich über das Eis.<br>Viele Kinder sparen Taschengeld.<br><br>дитина<br><br>Дитина радіє морозиву.<br>Багато дітей заощаджують кишенькові гроші.
Parkautomat;der<br><br>Parkautomaten<br><br>Der Parkautomat nimmt nur Münzen.<br>Er sucht den Parkautomaten.<br><br>паркомат<br><br>Паркомат приймає лише монети.<br>Він шукає паркомат.
Broschüre bekommen;Ich bekomme eine Broschüre von der Bank.<br><br>отримувати брошуру<br><br>Я отримую брошуру з банку.
eine Frage beantworten;Der Berater beantwortet meine Frage.<br><br>відповідати на запитання<br><br>Консультант відповідає на моє запитання.
einen Fehler erkennen;Der Mechaniker erkennt den Fehler sofort.<br><br>виявити помилку<br><br>Механік одразу виявляє помилку.
eine Aufgabe verstehen;Wenn du die Aufgabe nicht verstehst, lass sie dir erklären.<br><br>розуміти завдання<br><br>Якщо ти не розумієш завдання, попроси пояснити.
eine Reparatur durchführen;Die Werkstatt führt die Reparatur durch.<br><br>проводити ремонт<br><br>Майстерня проводить ремонт.
einen Vertrag kündigen;Ich möchte den Vertrag kündigen.<br><br>розірвати договір<br><br>Я хочу розірвати договір.
einen Zug verpassen;Wir haben den Zug verpasst.<br><br>пропустити поїзд<br><br>Ми пропустили поїзд.
Bankgeschäft;das<br><br>Bankgeschäfte<br><br>Ich erledige meine Bankgeschäfte online.<br><br>банківська операція<br><br>Я виконую свої банківські операції онлайн.
Zahlung;die<br><br>Zahlungen<br><br>Die Zahlung erfolgt per Überweisung.<br><br>платіж<br><br>Платіж здійснюється переказом.
Gebühren zahlen;Für das Konto muss man keine Gebühren zahlen.<br><br>сплачувати збори<br><br>За рахунок не треба сплачувати збори.
eine Überweisung machen;Ich mache die Überweisung gleich online.<br><br>здійснити переказ<br><br>Я одразу роблю переказ онлайн.
den Ausweis vorzeigen;Bitte zeigen Sie Ihren Ausweis vor.<br><br>пред’явити посвідчення<br><br>Будь ласка, пред’явіть посвідчення.
eine Antwort geben;Der Berater gibt sofort eine Antwort.<br><br>дати відповідь<br><br>Консультант одразу дає відповідь.
sich anmelden;A<br><br>meldet sich an<br>hat sich angemeldet<br>meldete sich an<br><br>Ich melde mich für den Kurs an.<br><br>зареєструватися<br><br>Я реєструюся на курс.
abmelden;A<br><br>meldet ab<br>hat abgemeldet<br>meldete ab<br><br>Er meldet das alte Konto ab.<br><br>знімати з обліку<br><br>Він закриває старий рахунок.
weil;Weil ich sparen will, eröffne ich ein Konto.<br><br>бо<br><br>Бо я хочу заощадити, відкриваю рахунок.
oder;Möchten Sie bar zahlen oder mit Karte?<br><br>чи / або<br><br>Ви хочете платити готівкою чи карткою?
und;Tim und Frau Sicinski gehen zur Bank.<br><br>і<br><br>Тім і пані Сіцинська йдуть до банку.
erst;Ich komme erst morgen.<br><br>лише<br><br>Я прийду лише завтра.
abbezahlen;A<br><br>bezahlt ab<br>hat abbezahlt<br>bezahlte ab<br><br>Kann ich den Kredit auf einmal abbezahlen?<br><br>повністю виплачувати<br><br>Чи можу я повністю виплатити кредит?
Heizkosten;die<br><br>Heizkosten<br><br>Die Heizkosten sind gestiegen.<br>Ich bezahle die Heizkosten pünktlich.<br><br>витрати на опалення<br><br>Витрати на опалення зросли.<br>Я вчасно плачу за опалення.
Vorauszahlung;die<br><br>Vorauszahlungen<br><br>Die Vorauszahlung beträgt 135 Euro.<br>Wir leisten eine Vorauszahlung.<br><br>попередня оплата<br><br>Попередня оплата становить 135 євро.<br>Ми робимо попередню оплату.
Nachzahlung;die<br><br>Nachzahlungen<br><br>Es gibt eine Nachzahlung von 411 Euro.<br>Die Nachzahlung ist fällig.<br><br>доплата<br><br>Є доплата 411 євро.<br>Доплата підлягає оплаті.
Bremse;die<br><br>Bremsen<br><br>Die Bremsen funktionieren nicht.<br>Wir lassen die Bremsen überprüfen.<br><br>гальма<br><br>Гальма не працюють.<br>Ми доручаємо перевірити гальма.
Elektriker;der<br><br>Elektriker<br><br>Ein Elektriker installiert Leitungen.<br>Der Elektriker hilft bei Problemen.<br><br>електрик<br><br>Електрик встановлює проводку.<br>Електрик допомагає при проблемах.
Arzt;der<br><br>Ärzte<br><br>Ich lasse mich vom Arzt untersuchen.<br>Der Arzt untersucht den Patienten.<br><br>лікар<br><br>Я доручаю лікарю оглянути мене.<br>Лікар оглядає пацієнта.
Schule;die<br><br>Schulen<br><br>Die Kinder gehen zur Schule.<br>Die Schule beginnt um acht.<br><br>школа<br><br>Діти ходять до школи.<br>Школа починається о восьмій.
Kontrolle;die<br><br>Kontrollen<br><br>Die Kontrolle der Elektronik ist wichtig.<br>Eine regelmäßige Kontrolle spart Kosten.<br><br>перевірка<br><br>Перевірка електроніки важлива.<br>Регулярна перевірка економить кошти.
beginnen;-<br><br>beginnt<br>hat begonnen<br>begann<br><br>Der Deutschkurs beginnt im September.<br><br>починатися<br><br>Курс німецької починається у вересні.
dauern;-<br><br>dauert<br>hat gedauert<br>dauerte<br><br>Wie lange dauert die Überweisung?<br><br>тривати<br><br>Скільки триває переказ?
erledigen;A<br><br>erledigt<br>hat erledigt<br>erledigte<br><br>Ich erledige meine Bankgeschäfte online.<br><br>виконувати<br><br>Я виконую свої банківські операції онлайн.
akzeptieren;A<br><br>akzeptiert<br>hat akzeptiert<br>akzeptierte<br><br>Akzeptieren Sie auch Kreditkarten?<br><br>приймати<br><br>Ви приймаєте також кредитні картки?
drucken;-<br><br>druckt<br>hat gedruckt<br>druckte<br><br>Ich drucke den Kontoauszug am Automaten.<br><br>друкувати<br><br>Я друкую виписку з рахунку в автоматі.
anzeigen;-<br><br>zeigt an<br>hat angezeigt<br>zeigte an<br><br>Der Automat zeigt den Betrag an.<br><br>показувати<br><br>Автомат показує суму.
kontrollieren lassen;Ich lasse die Elektronik kontrollieren.<br><br>доручати перевірку<br><br>Я доручаю перевірити електроніку.
einen Kredit bekommen;Er möchte bei der Bank einen Kredit bekommen.<br><br>отримати кредит<br><br>Він хоче отримати кредит у банку.
eine Rechnung stellen;Die Firma stellt eine Rechnung.<br><br>виставляти рахунок<br><br>Фірма виставляє рахунок.
einen Termin verschieben;Wir verschieben den Termin auf nächste Woche.<br><br>перенести зустріч<br><br>Ми переносимо зустріч на наступний тиждень.
EC-Karte;die<br><br>EC-Karten<br><br>Ich bezahle mit der EC-Karte.<br>Die EC-Karte ist defekt.<br><br>дебетова картка<br><br>Я плачу дебетовою карткою.<br>Картка несправна.
Bankleitzahl;die<br><br>Bankleitzahlen<br><br>Die Bankleitzahl steht auf dem Auszug.<br><br>банківський код<br><br>Банківський код зазначений у виписці.
Angestellter;der<br><br>Angestellten<br><br>Ein Angestellter hilft mir am Schalter.<br><br>службовець<br><br>Службовець допомагає мені у віконці.
Beamter;der<br><br>Beamten<br><br>Ein Beamter bearbeitet meinen Antrag.<br><br>чиновник<br><br>Чиновник обробляє мою заяву.
Student;der<br><br>Studenten<br><br>Der Student eröffnet ein Konto.<br><br>студент<br><br>Студент відкриває рахунок.
Schüler;der<br><br>Schüler<br><br>Der Schüler bekommt Taschengeld.<br><br>учень<br><br>Учень отримує кишенькові гроші.
arbeitslos;beschäftigt<br><br>Er ist zurzeit arbeitslos.<br><br>безробітний / зайнятий<br><br>Він зараз безробітний.
verheiratet;ledig<br><br>Sie ist verheiratet.<br><br>одружений / неодружений<br><br>Вона одружена.
geschieden;verheiratet<br><br>Er ist geschieden.<br><br>розлучений / одружений<br><br>Він розлучений.
getrennt lebend;zusammenlebend<br><br>Das Paar ist getrennt lebend.<br><br>жити окремо / жити разом<br><br>Пара живе окремо.
versichert;unversichert<br><br>Ich bin gut versichert.<br><br>застрахований / незастрахований<br><br>Я добре застрахований.
pünktlich;unpünktlich<br><br>Der Zug ist pünktlich.<br><br>пунктуальний / непунктуальний<br><br>Поїзд пунктуальний.
geduldig;ungeduldig<br><br>Bitte seien Sie geduldig.<br><br>терплячий / нетерплячий<br><br>Будь ласка, будьте терплячі.
gratis;kostenpflichtig<br><br>Die Broschüre ist gratis.<br><br>безкоштовний / платний<br><br>Брошура безкоштовна.
ausfüllen;A<br><br>füllt aus<br>hat ausgefüllt<br>füllte aus<br><br>Füllen Sie das Formular aus.<br><br>заповнювати<br><br>Заповніть, будь ласка, форму.
anzeigen lassen;Ich lasse mir den Kontostand anzeigen.<br><br>показати (через пристрій)<br><br>Я виводжу залишок на екрані.
auswählen;A<br><br>wählt aus<br>hat ausgewählt<br>wählte aus<br><br>Wählen Sie den Betrag aus.<br><br>вибирати<br><br>Виберіть суму.
warten auf;auf + A<br><br>wartet<br>hat gewartet<br>wartete<br><br>Sie warten auf die EC-Karte.<br><br>чекати<br><br>Вони чекають на картку.
befüllen;A<br><br>befüllt<br>has befällt<br>befüllte<br><br>Befüllen Sie die Spendendose.<br><br>наповнювати<br><br>Наповніть скриньку для пожертв.
